Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
  Travel complete, distance: 372 shortest: 162 longest: 688
  Travel complete, distance: 417 shortest: 162 longest: 688
  Travel complete, distance: 309 shortest: 162 longest: 688
  Travel complete, distance: 511 shortest: 162 longest: 688
  Travel complete, distance: 355 shortest: 162 longest: 688
  Travel complete, distance: 487 shortest: 162 longest: 688
  Travel complete, distance: 539 shortest: 162 longest: 688
  Travel complete, distance: 441 shortest: 162 longest: 688
  Travel complete, distance: 472 shortest: 162 longest: 688
  Travel complete, distance: 400 shortest: 162 longest: 688
  Travel complete, distance: 379 shortest: 162 longest: 688
  Travel complete, distance: 463 shortest: 162 longest: 688
  Travel complete, distance: 467 shortest: 162 longest: 688
  Travel complete, distance: 509 shortest: 162 longest: 688
  Travel complete, distance: 446 shortest: 162 longest: 688
  Travel complete, distance: 374 shortest: 162 longest: 688
  Travel complete, distance: 307 shortest: 162 longest: 688
  Travel complete, distance: 329 shortest: 162 longest: 688
  Travel complete, distance: 409 shortest: 162 longest: 688
  Travel complete, distance: 382 shortest: 162 longest: 688
  Travel complete, distance: 432 shortest: 162 longest: 688
  Travel complete, distance: 411 shortest: 162 longest: 688
  Travel complete, distance: 381 shortest: 162 longest: 688
  Travel complete, distance: 334 shortest: 162 longest: 688
  Travel complete, distance: 363 shortest: 162 longest: 688
  Travel complete, distance: 336 shortest: 162 longest: 688
  Travel complete, distance: 314 shortest: 162 longest: 688
  Travel complete, distance: 416 shortest: 162 longest: 688
  Travel complete, distance: 365 shortest: 162 longest: 688
  Travel complete, distance: 406 shortest: 162 longest: 688
  Travel complete, distance: 458 shortest: 162 longest: 688
  Travel complete, distance: 355 shortest: 162 longest: 688
  Travel complete, distance: 386 shortest: 162 longest: 688
  Travel complete, distance: 405 shortest: 162 longest: 688
  Travel complete, distance: 384 shortest: 162 longest: 688
  Travel complete, distance: 272 shortest: 162 longest: 688
  Travel complete, distance: 295 shortest: 162 longest: 688
  Travel complete, distance: 323 shortest: 162 longest: 688
  Travel complete, distance: 274 shortest: 162 longest: 688
  Travel complete, distance: 293 shortest: 162 longest: 688
  Travel complete, distance: 221 shortest: 162 longest: 688
  Travel complete, distance: 332 shortest: 162 longest: 688
  Travel complete, distance: 318 shortest: 162 longest: 688
  Travel complete, distance: 313 shortest: 162 longest: 688
  Travel complete, distance: 341 shortest: 162 longest: 688
  Travel complete, distance: 294 shortest: 162 longest: 688
  Travel complete, distance: 336 shortest: 162 longest: 688
  Travel complete, distance: 383 shortest: 162 longest: 688
  Travel complete, distance: 364 shortest: 162 longest: 688
  Travel complete, distance: 359 shortest: 162 longest: 688
  Travel complete, distance: 315 shortest: 162 longest: 688
  Travel complete, distance: 345 shortest: 162 longest: 688
  Travel complete, distance: 320 shortest: 162 longest: 688
  Travel complete, distance: 311 shortest: 162 longest: 688
  Travel complete, distance: 315 shortest: 162 longest: 688
  Travel complete, distance: 306 shortest: 162 longest: 688
  Travel complete, distance: 243 shortest: 162 longest: 688
  Travel complete, distance: 334 shortest: 162 longest: 688
  Travel complete, distance: 267 shortest: 162 longest: 688
  Travel complete, distance: 201 shortest: 162 longest: 688
  Travel complete, distance: 224 shortest: 162 longest: 688
  Travel complete, distance: 206 shortest: 162 longest: 688
  Travel complete, distance: 157 shortest: 162 longest: 688
  Travel complete, distance: 248 shortest: 157 longest: 688
  Travel complete, distance: 176 shortest: 157 longest: 688
  Travel complete, distance: 348 shortest: 157 longest: 688
  Travel complete, distance: 430 shortest: 157 longest: 688
  Travel complete, distance: 434 shortest: 157 longest: 688
  Travel complete, distance: 416 shortest: 157 longest: 688
  Travel complete, distance: 575 shortest: 157 longest: 688
  Travel complete, distance: 475 shortest: 157 longest: 688
  Travel complete, distance: 329 shortest: 157 longest: 688
  Travel complete, distance: 470 shortest: 157 longest: 688
  Travel complete, distance: 474 shortest: 157 longest: 688
  Travel complete, distance: 498 shortest: 157 longest: 688
  Travel complete, distance: 556 shortest: 157 longest: 688
  Travel complete, distance: 439 shortest: 157 longest: 688
  Travel complete, distance: 410 shortest: 157 longest: 688
  Travel complete, distance: 537 shortest: 157 longest: 688
  Travel complete, distance: 469 shortest: 157 longest: 688
  Travel complete, distance: 579 shortest: 157 longest: 688
  Travel complete, distance: 451 shortest: 157 longest: 688
  Travel complete, distance: 434 shortest: 157 longest: 688
  Travel complete, distance: 479 shortest: 157 longest: 688
  Travel complete, distance: 465 shortest: 157 longest: 688
  Travel complete, distance: 420 shortest: 157 longest: 688
  Travel complete, distance: 448 shortest: 157 longest: 688
  Travel complete, distance: 320 shortest: 157 longest: 688
  Travel complete, distance: 362 shortest: 157 longest: 688
  Travel complete, distance: 399 shortest: 157 longest: 688
  Travel complete, distance: 481 shortest: 157 longest: 688
  Travel complete, distance: 480 shortest: 157 longest: 688
  Travel complete, distance: 462 shortest: 157 longest: 688
  Travel complete, distance: 490 shortest: 157 longest: 688
  Travel complete, distance: 390 shortest: 157 longest: 688
  Travel complete, distance: 375 shortest: 157 longest: 688
  Travel complete, distance: 385 shortest: 157 longest: 688
  Travel complete, distance: 384 shortest: 157 longest: 688
  Travel complete, distance: 341 shortest: 157 longest: 688
  Travel complete, distance: 466 shortest: 157 longest: 688
  Travel complete, distance: 413 shortest: 157 longest: 688
  Travel complete, distance: 461 shortest: 157 longest: 688
  Travel complete, distance: 452 shortest: 157 longest: 688
  Travel complete, distance: 389 shortest: 157 longest: 688
  Travel complete, distance: 427 shortest: 157 longest: 688
  Travel complete, distance: 371 shortest: 157 longest: 688
  Travel complete, distance: 418 shortest: 157 longest: 688
  Travel complete, distance: 530 shortest: 157 longest: 688
  Travel complete, distance: 511 shortest: 157 longest: 688
  Travel complete, distance: 602 shortest: 157 longest: 688
  Travel complete, distance: 558 shortest: 157 longest: 688
  Travel complete, distance: 502 shortest: 157 longest: 688
  Travel complete, distance: 477 shortest: 157 longest: 688
  Travel complete, distance: 327 shortest: 157 longest: 688
  Travel complete, distance: 468 shortest: 157 longest: 688
  Travel complete, distance: 448 shortest: 157 longest: 688
  Travel complete, distance: 472 shortest: 157 longest: 688
  Travel complete, distance: 458 shortest: 157 longest: 688
  Travel complete, distance: 341 shortest: 157 longest: 688
  Travel complete, distance: 322 shortest: 157 longest: 688
  Travel complete, distance: 332 shortest: 157 longest: 688
  Travel complete, distance: 312 shortest: 157 longest: 688
  Travel complete, distance: 269 shortest: 157 longest: 688
  Travel complete, distance: 453 shortest: 157 longest: 688
  Travel complete, distance: 400 shortest: 157 longest: 688
  Travel complete, distance: 467 shortest: 157 longest: 688
  Travel complete, distance: 481 shortest: 157 longest: 688
  Travel complete, distance: 336 shortest: 157 longest: 688
  Travel complete, distance: 414 shortest: 157 longest: 688
  Travel complete, distance: 360 shortest: 157 longest: 688
  Travel complete, distance: 424 shortest: 157 longest: 688
  Travel complete, distance: 418 shortest: 157 longest: 688
  Travel complete, distance: 422 shortest: 157 longest: 688
  Travel complete, distance: 549 shortest: 157 longest: 688
  Travel complete, distance: 486 shortest: 157 longest: 688
  Travel complete, distance: 432 shortest: 157 longest: 688
  Travel complete, distance: 365 shortest: 157 longest: 688
  Travel complete, distance: 317 shortest: 157 longest: 688
  Travel complete, distance: 444 shortest: 157 longest: 688
  Travel complete, distance: 357 shortest: 157 longest: 688
  Travel complete, distance: 467 shortest: 157 longest: 688
  Travel complete, distance: 348 shortest: 157 longest: 688
  Travel complete, distance: 331 shortest: 157 longest: 688
  Travel complete, distance: 322 shortest: 157 longest: 688
  Travel complete, distance: 313 shortest: 157 longest: 688
  Travel complete, distance: 226 shortest: 157 longest: 688
  Travel complete, distance: 264 shortest: 157 longest: 688
  Travel complete, distance: 353 shortest: 157 longest: 688
  Travel complete, distance: 400 shortest: 157 longest: 688
  Travel complete, distance: 381 shortest: 157 longest: 688
  Travel complete, distance: 395 shortest: 157 longest: 688
  Travel complete, distance: 245 shortest: 157 longest: 688
  Travel complete, distance: 323 shortest: 157 longest: 688
  Travel complete, distance: 355 shortest: 157 longest: 688
  Travel complete, distance: 419 shortest: 157 longest: 688
  Travel complete, distance: 227 shortest: 157 longest: 688
  Travel complete, distance: 250 shortest: 157 longest: 688
  Travel complete, distance: 363 shortest: 157 longest: 688
  Travel complete, distance: 314 shortest: 157 longest: 688
  Travel complete, distance: 346 shortest: 157 longest: 688
  Travel complete, distance: 274 shortest: 157 longest: 688
  Travel complete, distance: 287 shortest: 157 longest: 688
  Travel complete, distance: 273 shortest: 157 longest: 688
  Travel complete, distance: 268 shortest: 157 longest: 688
  Travel complete, distance: 296 shortest: 157 longest: 688
  Travel complete, distance: 249 shortest: 157 longest: 688
  Travel complete, distance: 291 shortest: 157 longest: 688
  Travel complete, distance: 423 shortest: 157 longest: 688
  Travel complete, distance: 404 shortest: 157 longest: 688
  Travel complete, distance: 399 shortest: 157 longest: 688
  Travel complete, distance: 355 shortest: 157 longest: 688
  Travel complete, distance: 385 shortest: 157 longest: 688
  Travel complete, distance: 360 shortest: 157 longest: 688
  Travel complete, distance: 364 shortest: 157 longest: 688
  Travel complete, distance: 368 shortest: 157 longest: 688
  Travel complete, distance: 359 shortest: 157 longest: 688
  Travel complete, distance: 296 shortest: 157 longest: 688
  Travel complete, distance: 387 shortest: 157 longest: 688
  Travel complete, distance: 320 shortest: 157 longest: 688
  Travel complete, distance: 259 shortest: 157 longest: 688
  Travel complete, distance: 282 shortest: 157 longest: 688
  Travel complete, distance: 264 shortest: 157 longest: 688
  Travel complete, distance: 215 shortest: 157 longest: 688
  Travel complete, distance: 306 shortest: 157 longest: 688
  Travel complete, distance: 234 shortest: 157 longest: 688
Found all possible paths, shortest: 157, minimum: Infinity, longest: 688, maximum: -Infinity
Looking for shortest distance between Arbre and Snowdin...
  Travel complete, distance: 322 shortest: Infinity longest: -Infinity
  Travel complete, distance: 299 shortest: 322 longest: 322
  Travel complete, distance: 404 shortest: 299 longest: 322
  Travel complete, distance: 339 shortest: 299 longest: 404
  Travel complete, distance: 281 shortest: 299 longest: 404
  Travel complete, distance: 239 shortest: 281 longest: 404
  Travel complete, distance: 408 shortest: 239 longest: 404
  Travel complete, distance: 285 shortest: 239 longest: 408
  Travel complete, distance: 390 shortest: 239 longest: 408
  Travel complete, distance: 330 shortest: 239 longest: 408
  Travel complete, distance: 367 shortest: 239 longest: 408
  Travel complete, distance: 430 shortest: 239 longest: 408
  Travel complete, distance: 549 shortest: 239 longest: 430
  Travel complete, distance: 466 shortest: 239 longest: 549
  Travel complete, distance: 449 shortest: 239 longest: 549
  Travel complete, distance: 471 shortest: 239 longest: 549
  Travel complete, distance: 384 shortest: 239 longest: 549
  Travel complete, distance: 489 shortest: 239 longest: 549
  Travel complete, distance: 309 shortest: 239 longest: 549
  Travel complete, distance: 349 shortest: 239 longest: 549
  Travel complete, distance: 409 shortest: 239 longest: 549
  Travel complete, distance: 454 shortest: 239 longest: 549
  Travel complete, distance: 367 shortest: 239 longest: 549
  Travel complete, distance: 372 shortest: 239 longest: 549
  Travel complete, distance: 303 shortest: 239 longest: 549
  Travel complete, distance: 280 shortest: 239 longest: 549
  Travel complete, distance: 444 shortest: 239 longest: 549
  Travel complete, distance: 379 shortest: 239 longest: 549
